Год;Пол;Возраст;Число доживших;Коэффициент смертности;Число умерших;Вероятность смерти;Число живущих;Число прожитых человеко-лет;Ожидаемая прожолжительность предстоящей жизни
2003;Женщины;37;95263;0,00278;264;0,00277;95131;3570056;37,48
2003;Женщины;38;94999;0,00284;270;0,00284;94864;3474925;36,58
2003;Женщины;39;94729;0,00311;295;0,00311;94582;3380061;35,68
2003;Женщины;40;94435;0,00355;335;0,00355;94267;3285479;34,79
2003;Женщины;41;94100;0,00365;343;0,00364;93928;3191212;33,91
2003;Женщины;42;93757;0,00378;354;0,00377;93580;3097284;33,04
2003;Женщины;43;93403;0,00425;396;0,00424;93205;3003704;32,16
2003;Женщины;44;93007;0,00448;415;0,00447;92799;2910499;31,29
2003;Женщины;45;92591;0,00496;458;0,00495;92362;2817700;30,43
2003;Женщины;46;92133;0,00527;485;0,00526;91891;2725338;29,58
2003;Женщины;47;91648;0,00562;513;0,0056;91392;2633448;28,73
2003;Женщины;48;91135;0,00619;562;0,00617;90854;2542056;27,89
2003;Женщины;49;90573;0,0067;605;0,00668;90271;2451202;27,06
2003;Женщины;50;89968;0,00753;675;0,0075;89631;2360931;26,24
2003;Женщины;51;89293;0,00813;723;0,0081;88932;2271300;25,44
2003;Женщины;52;88570;0,00832;734;0,00828;88203;2182369;24,64
2003;Женщины;53;87836;0,0091;795;0,00906;87439;2094165;23,84
2003;Женщины;54;87041;0,01017;881;0,01012;86600;2006727;23,06
2003;Женщины;55;86160;0,01027;881;0,01022;85720;1920127;22,29
2003;Женщины;56;85279;0,01286;1090;0,01278;84734;1834407;21,51
2003;Женщины;57;84189;0,01164;974;0,01157;83702;1749673;20,78
2003;Женщины;58;83215;0,01323;1094;0,01315;82668;1665971;20,02
2003;Женщины;59;82121;0,0142;1158;0,0141;81542;1583303;19,28
2003;Женщины;60;80963;0,01345;1082;0,01336;80422;1501760;18,55
2003;Женщины;61;79881;0,01705;1350;0,0169;79206;1421338;17,79
2003;Женщины;62;78531;0,01616;1259;0,01603;77901;1342132;17,09
2003;Женщины;63;77272;0,01749;1340;0,01734;76602;1264231;16,36
2003;Женщины;64;75932;0,01978;1488;0,01959;75188;1187629;15,64
2003;Женщины;65;74444;0,02007;1480;0,01987;73705;1112441;14,94
2003;Женщины;66;72965;0,02313;1669;0,02287;72130;1038737;14,24
2003;Женщины;67;71296;0,02615;1840;0,02581;70376;966606;13,56
2003;Женщины;68;69456;0,029;1985;0,02858;68463;896230;12,9
2003;Женщины;69;67471;0,03052;2028;0,03006;66457;827767;12,27
2003;Женщины;70;65443;0,03369;2168;0,03313;64358;761310;11,63
2003;Женщины;71;63274;0,03817;2370;0,03746;62089;696952;11,01
2003;Женщины;72;60904;0,0411;2453;0,04027;59678;634863;10,42
2003;Женщины;73;58451;0,04575;2615;0,04473;57144;575185;9,84
2003;Женщины;74;55837;0,0508;2766;0,04955;54454;518041;9,28
2003;Женщины;75;53070;0,05717;2950;0,05558;51595;463587;8,74
2003;Женщины;76;50121;0,06276;3050;0,06085;48596;411991;8,22
2003;Женщины;77;47071;0,07014;3190;0,06776;45476;363396;7,72
2003;Женщины;78;43881;0,07761;3278;0,07471;42242;317920;7,25
2003;Женщины;79;40603;0,08865;3446;0,08488;38880;275678;6,79
2003;Женщины;80;37156;0,09174;3259;0,08772;35527;236798;6,37
2003;Женщины;81;33897;0,10535;3392;0,10008;32201;201272;5,94
2003;Женщины;82;30505;0,11694;3370;0,11048;28819;169071;5,54
2003;Женщины;83;27134;0,13347;3395;0,12512;25437;140252;5,17
2003;Женщины;84;23739;0,14885;3289;0,13854;22095;114815;4,84
2003;Женщины;85;20450;0,1531;2908;0,14221;18996;92720;4,53
2003;Женщины;86;17542;0,17523;2826;0,16112;16129;73724;4,2
2003;Женщины;87;14716;0,18871;2538;0,17244;13447;57595;3,91
2003;Женщины;88;12178;0,22111;2425;0,1991;10966;44148;3,63
2003;Женщины;89;9754;0,23879;2081;0,21332;8713;33182;3,4
2003;Женщины;90;7673;0,2521;1718;0,22388;6814;24469;3,19
2003;Женщины;91;5955;0,28546;1488;0,2498;5211;17655;2,96
2003;Женщины;92;4468;0,30709;1189;0,26621;3873;12443;2,79
2003;Женщины;93;3278;0,33692;945;0,28834;2806;8570;2,61
2003;Женщины;94;2333;0,35219;699;0,29946;1984;5765;2,47
2003;Женщины;95;1634;0,38596;529;0,32353;1370;3781;2,31
2003;Женщины;96;1106;0,41473;380;0,3435;916;2411;2,18
2003;Женщины;97;726;0,44409;264;0,3634;594;1496;2,06
2003;Женщины;98;462;0,47384;177;0,38308;374;902;1,95
2003;Женщины;99;285;0,50379;115;0,40242;228;528;1,85
2003;Женщины;100;170;0,5337;72;0,42128;134;300;1,76
2003;Женщины;101;99;0,56338;43;0,43956;77;166;1,68
2003;Женщины;102;55;0,59261;25;0,45715;43;89;1,61
2003;Женщины;103;30;0,62119;14;0,47398;23;46;1,54
2003;Женщины;104;16;0,64896;8;0,48998;12;23;1,49
2003;Женщины;105;8;0,67576;4;0,5051;6;12;1,43
2003;Женщины;106;4;0,70145;2;0,51932;3;6;1,39
2003;Женщины;107;2;0,72593;1;0,53261;1;3;1,35
2003;Женщины;108;1;0,74913;0;0,54499;1;1;1,31
2003;Женщины;109;0;0,77098;0;0,55647;0;1;1,28
2003;Женщины;110+;0;0,79145;0;1;0;0;1,26
2004;Женщины;0;100000;0,01014;1005;0,01005;99077;7232939;72,33
2004;Женщины;1;98995;0,0011;109;0,0011;98941;7133862;72,06
2004;Женщины;2;98886;0,00061;60;0,00061;98856;7034922;71,14
2004;Женщины;3;98826;0,00048;47;0,00048;98802;6936066;70,18
2004;Женщины;4;98779;0,00047;46;0,00047;98755;6837264;69,22
2004;Женщины;5;98732;0,00039;39;0,00039;98713;6738508;68,25
2004;Женщины;6;98694;0,00033;33;0,00033;98677;6639795;67,28
2004;Женщины;7;98661;0,00029;29;0,00029;98646;6541118;66,3
2004;Женщины;8;98632;0,00028;28;0,00028;98618;6442472;65,32
2004;Женщины;9;98604;0,0003;29;0,0003;98590;6343854;64,34
2004;Женщины;10;98575;0,00025;25;0,00025;98562;6245264;63,36
2004;Женщины;11;98550;0,00029;28;0,00029;98536;6146702;62,37
2004;Женщины;12;98521;0,00029;29;0,00029;98507;6048166;61,39
2004;Женщины;13;98493;0,0003;29;0,0003;98478;5949659;60,41
2004;Женщины;14;98464;0,00042;41;0,00042;98443;5851181;59,42
2004;Женщины;15;98422;0,00048;47;0,00048;98399;5752737;58,45
2004;Женщины;16;98375;0,0006;59;0,0006;98346;5654339;57,48
2004;Женщины;17;98316;0,00069;68;0,00069;98282;5555993;56,51
2004;Женщины;18;98248;0,00079;77;0,00079;98210;5457711;55,55
2004;Женщины;19;98171;0,00081;79;0,00081;98131;5359501;54,59
2004;Женщины;20;98091;0,00087;86;0,00087;98049;5261370;53,64
2004;Женщины;21;98006;0,0009;88;0,0009;97962;5163321;52,68
2004;Женщины;22;97918;0,00098;96;0,00098;97869;5065360;51,73
2004;Женщины;23;97821;0,00111;108;0,00111;97767;4967490;50,78
2004;Женщины;24;97713;0,0012;117;0,0012;97654;4869723;49,84
2004;Женщины;25;97595;0,00144;140;0,00144;97525;4772069;48,9
2004;Женщины;26;97455;0,00142;138;0,00142;97386;4674544;47,97
2004;Женщины;27;97317;0,00157;152;0,00157;97241;4577158;47,03
2004;Женщины;28;97164;0,00162;158;0,00162;97086;4479918;46,11
2004;Женщины;29;97007;0,00175;169;0,00175;96922;4382832;45,18
2004;Женщины;30;96837;0,00193;187;0,00193;96744;4285910;44,26
2004;Женщины;31;96650;0,002;193;0,002;96554;4189166;43,34
2004;Женщины;32;96458;0,00209;201;0,00209;96357;4092612;42,43
2004;Женщины;33;96256;0,0022;211;0,00219;96151;3996255;41,52
2004;Женщины;34;96045;0,00241;231;0,0024;95930;3900104;40,61
2004;Женщины;35;95814;0,00265;253;0,00264;95688;3804174;39,7
2004;Женщины;36;95561;0,0026;248;0,0026;95437;3708487;38,81
2004;Женщины;37;95313;0,00276;263;0,00276;95182;3613050;37,91
2004;Женщины;38;95050;0,00297;282;0,00296;94909;3517868;37,01
2004;Женщины;39;94769;0,00316;299;0,00315;94619;3422959;36,12
2004;Женщины;40;94470;0,00355;335;0,00355;94302;3328339;35,23
2004;Женщины;41;94135;0,00359;337;0,00358;93966;3234037;34,36
2004;Женщины;42;93798;0,00374;350;0,00373;93622;3140071;33,48
2004;Женщины;43;93447;0,00408;381;0,00407;93257;3046449;32,6
2004;Женщины;44;93067;0,00453;421;0,00452;92856;2953192;31,73
2004;Женщины;45;92646;0,00494;456;0,00493;92417;2860336;30,87
2004;Женщины;46;92189;0,0052;478;0,00519;91950;2767918;30,02
2004;Женщины;47;91711;0,00537;492;0,00536;91465;2675968;29,18
2004;Женщины;48;91219;0,00585;532;0,00583;90954;2584503;28,33
2004;Женщины;49;90688;0,00646;584;0,00644;90396;2493549;27,5
2004;Женщины;50;90103;0,00748;672;0,00745;89768;2403154;26,67
2004;Женщины;51;89432;0,00743;662;0,0074;89101;2313386;25,87
2004;Женщины;52;88770;0,00817;722;0,00813;88409;2224285;25,06
2004;Женщины;53;88048;0,00864;757;0,0086;87669;2135876;24,26
2004;Женщины;54;87290;0,00932;810;0,00928;86886;2048207;23,46
2004;Женщины;55;86481;0,01137;977;0,0113;85992;1961322;22,68
2004;Женщины;56;85503;0,0104;884;0,01034;85061;1875330;21,93
2004;Женщины;57;84619;0,01287;1082;0,01278;84078;1790269;21,16
2004;Женщины;58;83537;0,01171;972;0,01164;83051;1706191;20,42
2004;Женщины;59;82565;0,01355;1112;0,01346;82009;1623140;19,66
2004;Женщины;60;81453;0,01496;1210;0,01485;80848;1541131;18,92
2004;Женщины;61;80244;0,0137;1092;0,0136;79698;1460282;18,2
2004;Женщины;62;79152;0,01734;1361;0,01719;78472;1380585;17,44
2004;Женщины;63;77791;0,01662;1282;0,01648;77150;1302113;16,74
2004;Женщины;64;76509;0,01844;1398;0,01827;75810;1224963;16,01
2004;Женщины;65;75111;0,02091;1554;0,02069;74334;1149153;15,3
2004;Женщины;66;73557;0,02094;1525;0,02073;72794;1074819;14,61
2004;Женщины;67;72032;0,02398;1707;0,02369;71179;1002025;13,91
2004;Женщины;68;70325;0,02696;1871;0,0266;69390;930846;13,24
2004;Женщины;69;68455;0,02989;2016;0,02945;67447;861456;12,58
2004;Женщины;70;66439;0,03165;2070;0,03116;65404;794009;11,95
2004;Женщины;71;64369;0,03588;2269;0,03525;63235;728605;11,32
2004;Женщины;72;62100;0,04015;2444;0,03936;60878;665371;10,71
2004;Женщины;73;59656;0,04281;2500;0,04191;58406;604493;10,13
2004;Женщины;74;57156;0,0482;2690;0,04707;55811;546087;9,55
2004;Женщины;75;54466;0,05333;2829;0,05194;53051;490276;9
2004;Женщины;76;51636;0,06027;3021;0,0585;50126;437225;8,47
2004;Женщины;77;48616;0,06643;3126;0,0643;47053;387099;7,96
2004;Женщины;78;45490;0,07411;3251;0,07147;43864;340047;7,48
2004;Женщины;79;42239;0,08202;3328;0,07878;40575;296182;7,01
2004;Женщины;80;38911;0,09434;3506;0,09009;37158;255608;6,57
2004;Женщины;81;35405;0,09719;3282;0,09268;33765;218449;6,17
2004;Женщины;82;32124;0,11201;3407;0,10607;30420;184685;5,75
2004;Женщины;83;28716;0,12418;3357;0,11692;27038;154265;5,37
2004;Женщины;84;25359;0,14032;3325;0,13112;23696;127227;5,02
2004;Женщины;85;22034;0,1552;3173;0,14403;20447;103531;4,7
2004;Женщины;86;18860;0,16033;2799;0,14843;17461;83083;4,41
2004;Женщины;87;16061;0,18067;2661;0,1657;14730;65623;4,09
2004;Женщины;88;13400;0,20106;2448;0,1827;12176;50892;3,8
2004;Женщины;89;10952;0,22708;2233;0,20393;9835;38717;3,54
2004;Женщины;90;8718;0,24717;1918;0,21998;7759;28882;3,31
2004;Женщины;91;6800;0,26381;1585;0,23307;6008;21122;3,11
2004;Женщины;92;5215;0,29846;1354;0,25971;4538;15115;2,9
2004;Женщины;93;3861;0,31095;1039;0,26911;3341;10576;2,74
2004;Женщины;94;2822;0,34609;833;0,29504;2406;7235;2,56
2004;Женщины;95;1989;0,36503;614;0,30869;1682;4829;2,43
2004;Женщины;96;1375;0,39239;451;0,32803;1150;3147;2,29
2004;Женщины;97;924;0,42045;321;0,34741;764;1997;2,16
2004;Женщины;98;603;0,44903;221;0,3667;493;1234;2,05
2004;Женщины;99;382;0,47795;147;0,38576;308;741;1,94
2004;Женщины;100;235;0,50702;95;0,40448;187;433;1,85
2004;Женщины;101;140;0,53604;59;0,42274;110;246;1,76
2004;Женщины;102;81;0,56482;36;0,44044;63;136;1,68
2004;Женщины;103;45;0,59317;21;0,45749;35;73;1,61
2004;Женщины;104;24;0,62091;12;0,47381;19;38;1,55
2004;Женщины;105;13;0,64789;6;0,48936;10;19;1,49
2004;Женщины;106;7;0,67395;3;0,50408;5;9;1,44
2004;Женщины;107;3;0,69898;2;0,51796;2;5;1,39
2004;Женщины;108;2;0,72288;1;0,53096;1;2;1,36
2004;Женщины;109;1;0,74557;0;0,54311;1;1;1,32
2004;Женщины;110+;0;0,767;0;1;0;0;1,3
2005;Женщины;0;100000;0,00934;926;0,00926;99147;7244554;72,45
2005;Женщины;1;99074;0,0011;109;0,0011;99019;7145407;72,12
2005;Женщины;2;98965;0,00061;60;0,00061;98935;7046388;71,2
2005;Женщины;3;98905;0,00047;47;0,00047;98882;6947452;70,24
2005;Женщины;4;98859;0,00044;44;0,00044;98837;6848571;69,28
2005;Женщины;5;98815;0,00036;35;0,00036;98797;6749734;68,31
2005;Женщины;6;98779;0,00035;34;0,00035;98762;6650937;67,33
2005;Женщины;7;98745;0,0003;30;0,0003;98730;6552175;66,35
2005;Женщины;8;98715;0,0003;30;0,0003;98700;6453445;65,37
2005;Женщины;9;98685;0,00026;26;0,00026;98672;6354745;64,39
2005;Женщины;10;98659;0,00026;25;0,00026;98647;6256073;63,41
2005;Женщины;11;98634;0,00023;22;0,00023;98623;6157426;62,43
2005;Женщины;12;98612;0,00024;23;0,00024;98600;6058803;61,44
2005;Женщины;13;98588;0,00028;28;0,00028;98574;5960204;60,46
2005;Женщины;14;98560;0,00039;39;0,00039;98541;5861629;59,47
2005;Женщины;15;98522;0,00051;50;0,00051;98497;5763088;58,5
2005;Женщины;16;98472;0,00059;58;0,00059;98443;5664591;57,53
2005;Женщины;17;98414;0,00073;72;0,00073;98378;5566149;56,56
2005;Женщины;18;98342;0,00074;73;0,00074;98306;5467770;55,6
2005;Женщины;19;98269;0,00082;81;0,00082;98229;5369465;54,64
2005;Женщины;20;98188;0,00088;86;0,00087;98146;5271236;53,68
2005;Женщины;21;98103;0,00092;90;0,00092;98058;5173090;52,73
2005;Женщины;22;98013;0,00103;101;0,00103;97962;5075033;51,78
2005;Женщины;23;97912;0,00117;114;0,00117;97855;4977070;50,83
2005;Женщины;24;97798;0,00126;123;0,00126;97736;4879216;49,89
2005;Женщины;25;97675;0,00137;133;0,00136;97608;4781479;48,95
2005;Женщины;26;97542;0,00149;145;0,00149;97469;4683871;48,02
2005;Женщины;27;97396;0,00159;154;0,00159;97319;4586402;47,09
2005;Женщины;28;97242;0,00178;173;0,00178;97155;4489083;46,16
2005;Женщины;29;97068;0,00185;180;0,00185;96979;4391928;45,25
2005;Женщины;30;96889;0,00206;200;0,00206;96789;4294950;44,33
2005;Женщины;31;96689;0,00203;196;0,00203;96591;4198161;43,42
2005;Женщины;32;96493;0,0022;212;0,00219;96387;4101570;42,51
2005;Женщины;33;96281;0,00231;222;0,00231;96170;4005183;41,6
2005;Женщины;34;96059;0,0024;230;0,00239;95944;3909013;40,69
2005;Женщины;35;95829;0,00273;261;0,00273;95698;3813069;39,79
2005;Женщины;36;95568;0,00278;265;0,00278;95435;3717370;38,9
2005;Женщины;37;95302;0,00295;280;0,00294;95162;3621936;38
2005;Женщины;38;95022;0,00306;290;0,00306;94876;3526774;37,12
2005;Женщины;39;94731;0,00317;300;0,00317;94581;3431897;36,23
2005;Женщины;40;94431;0,0038;358;0,00379;94252;3337316;35,34
2005;Женщины;41;94073;0,00359;337;0,00358;93905;3243064;34,47
2005;Женщины;42;93736;0,00394;368;0,00393;93552;3149160;33,6
2005;Женщины;43;93368;0,00423;394;0,00422;93171;3055607;32,73
2005;Женщины;44;92974;0,00453;420;0,00452;92764;2962436;31,86
2005;Женщины;45;92554;0,00496;457;0,00494;92325;2869672;31,01
2005;Женщины;46;92097;0,00516;474;0,00515;91860;2777347;30,16
2005;Женщины;47;91622;0,00551;503;0,00549;91371;2685487;29,31
2005;Женщины;48;91119;0,00584;531;0,00582;90854;2594117;28,47
2005;Женщины;49;90588;0,00634;572;0,00632;90302;2503263;27,63
2005;Женщины;50;90016;0,00732;657;0,0073;89688;2412961;26,81
2005;Женщины;51;89359;0,00755;672;0,00752;89023;2323273;26
2005;Женщины;52;88687;0,008;707;0,00797;88333;2234250;25,19
2005;Женщины;53;87980;0,00864;757;0,0086;87602;2145917;24,39
2005;Женщины;54;87223;0,00896;778;0,00892;86834;2058315;23,6
2005;Женщины;55;86445;0,01068;918;0,01063;85986;1971481;22,81
2005;Женщины;56;85527;0,0117;995;0,01164;85029;1885494;22,05
2005;Женщины;57;84532;0,01071;900;0,01065;84082;1800465;21,3
2005;Женщины;58;83631;0,01336;1110;0,01327;83077;1716383;20,52
2005;Женщины;59;82522;0,01227;1007;0,0122;82019;1633307;19,79
2005;Женщины;60;81515;0,01437;1163;0,01427;80934;1551288;19,03
2005;Женщины;61;80352;0,01493;1191;0,01482;79757;1470354;18,3
2005;Женщины;62;79162;0,0144;1131;0,01429;78596;1390597;17,57
2005;Женщины;63;78030;0,01827;1413;0,01811;77324;1312001;16,81
2005;Женщины;64;76617;0,0177;1345;0,01755;75945;1234678;16,11
2005;Женщины;65;75273;0,01955;1457;0,01936;74544;1158733;15,39
2005;Женщины;66;73815;0,02202;1608;0,02178;73012;1084189;14,69
2005;Женщины;67;72208;0,02249;1606;0,02224;71405;1011177;14
2005;Женщины;68;70602;0,02596;1809;0,02562;69698;939773;13,31
2005;Женщины;69;68793;0,02927;1984;0,02885;67801;870075;12,65
2005;Женщины;70;66809;0,03207;2109;0,03156;65754;802274;12,01
2005;Женщины;71;64700;0,03385;2154;0,03329;63623;736520;11,38
2005;Женщины;72;62546;0,03881;2381;0,03807;61355;672897;10,76
2005;Женщины;73;60165;0,04338;2554;0,04246;58888;611541;10,16
2005;Женщины;74;57610;0,04722;2658;0,04614;56281;552654;9,59
2005;Женщины;75;54953;0,05309;2842;0,05172;53531;496372;9,03
2005;Женщины;76;52110;0,05911;2992;0,05742;50614;442841;8,5
2005;Женщины;77;49118;0,06632;3153;0,06419;47542;392226;7,99
2005;Женщины;78;45965;0,07337;3253;0,07077;44339;344685;7,5
2005;Женщины;79;42712;0,08175;3355;0,07854;41035;300346;7,03
2005;Женщины;80;39358;0,09013;3394;0,08624;37661;259311;6,59
2005;Женщины;81;35964;0,10288;3519;0,09784;34204;221650;6,16
2005;Женщины;82;32445;0,10655;3282;0,10116;30804;187446;5,78
2005;Женщины;83;29163;0,12388;3402;0,11665;27462;156642;5,37
2005;Женщины;84;25761;0,13571;3274;0,12708;24124;129180;5,01
2005;Женщины;85;22487;0,15412;3218;0,14309;20878;105056;4,67
2005;Женщины;86;19269;0,17148;3043;0,15794;17748;84178;4,37
2005;Женщины;87;16226;0,17626;2628;0,16198;14912;66430;4,09
2005;Женщины;88;13598;0,20053;2478;0,18225;12359;51519;3,79
2005;Женщины;89;11119;0,22121;2215;0,19918;10012;39160;3,52
2005;Женщины;90;8905;0,25248;1996;0,22418;7907;29148;3,27
2005;Женщины;91;6908;0,26978;1642;0,23772;6087;21241;3,07
2005;Женщины;92;5266;0,2891;1330;0,25258;4601;15154;2,88
2005;Женщины;93;3936;0,32775;1108;0,2816;3382;10553;2,68
2005;Женщины;94;2828;0,34909;840;0,29722;2407;7171;2,54
2005;Женщины;95;1987;0,36983;620;0,31212;1677;4764;2,4
2005;Женщины;96;1367;0,39793;454;0,33189;1140;3087;2,26
2005;Женщины;97;913;0,42671;321;0,35168;753;1947;2,13
2005;Женщины;98;592;0,456;220;0,37134;482;1194;2,02
2005;Женщины;99;372;0,4856;145;0,39073;300;712;1,91
2005;Женщины;100;227;0,5153;93;0,40973;180;412;1,82
2005;Женщины;101;134;0,54489;57;0,42822;105;232;1,73
2005;Женщины;102;77;0,57417;34;0,4461;59;127;1,66
2005;Женщины;103;42;0,60294;20;0,46327;33;67;1,59
2005;Женщины;104;23;0,63101;11;0,47967;17;35;1,52
2005;Женщины;105;12;0,65822;6;0,49524;9;17;1,47
2005;Женщины;106;6;0,68443;3;0,50993;4;8;1,42
2005;Женщины;107;3;0,70952;2;0,52372;2;4;1,37
2005;Женщины;108;1;0,73339;1;0,53662;1;2;1,34
2005;Женщины;109;1;0,75597;0;0,54861;0;1;1,31
2005;Женщины;110+;0;0,77722;0;1;0;0;1,29
2006;Женщины;0;100000;0,00907;899;0,00899;99171;7329254;73,29
2006;Женщины;1;99101;0,00097;96;0,00097;99053;7230082;72,96
2006;Женщины;2;99004;0,00056;55;0,00056;98977;7131030;72,03
2006;Женщины;3;98949;0,00046;46;0,00046;98927;7032053;71,07
2006;Женщины;4;98904;0,00042;41;0,00042;98883;6933126;70,1
2006;Женщины;5;98862;0,00038;37;0,00037;98844;6834243;69,13
2006;Женщины;6;98825;0,00026;25;0,00026;98812;6735400;68,15
2006;Женщины;7;98800;0,00025;25;0,00025;98787;6636588;67,17
2006;Женщины;8;98775;0,00024;24;0,00024;98763;6537800;66,19
2006;Женщины;9;98751;0,00027;27;0,00027;98737;6439038;65,2
2006;Женщины;10;98724;0,00022;22;0,00022;98713;6340300;64,22
2006;Женщины;11;98702;0,0002;20;0,0002;98692;6241588;63,24
2006;Женщины;12;98682;0,00022;22;0,00022;98671;6142896;62,25
2006;Женщины;13;98660;0,00028;28;0,00028;98646;6044225;61,26
2006;Женщины;14;98632;0,00037;36;0,00037;98614;5945579;60,28
2006;Женщины;15;98596;0,0005;50;0,0005;98571;5846966;59,3
2006;Женщины;16;98546;0,00057;56;0,00057;98518;5748395;58,33
2006;Женщины;17;98490;0,0006;59;0,0006;98460;5649877;57,37
2006;Женщины;18;98431;0,00068;67;0,00068;98397;5551417;56,4
2006;Женщины;19;98364;0,00075;73;0,00074;98327;5453020;55,44
2006;Женщины;20;98291;0,00078;77;0,00078;98252;5354693;54,48
2006;Женщины;21;98214;0,00084;83;0,00084;98172;5256440;53,52
2006;Женщины;22;98131;0,00093;91;0,00093;98086;5158268;52,57
2006;Женщины;23;98040;0,00107;104;0,00107;97988;5060182;51,61
2006;Женщины;24;97936;0,00122;119;0,00122;97876;4962195;50,67
2006;Женщины;25;97816;0,00137;134;0,00137;97750;4864319;49,73
2006;Женщины;26;97683;0,00142;139;0,00142;97614;4766569;48,8
2006;Женщины;27;97544;0,00161;157;0,00161;97466;4668955;47,86
2006;Женщины;28;97388;0,00159;154;0,00159;97311;4571489;46,94
2006;Женщины;29;97233;0,00173;168;0,00172;97149;4474179;46,01
2006;Женщины;30;97066;0,00195;189;0,00195;96971;4377029;45,09
2006;Женщины;31;96876;0,00191;185;0,00191;96784;4280058;44,18
2006;Женщины;32;96692;0,00202;195;0,00202;96594;4183274;43,26
2006;Женщины;33;96497;0,00208;201;0,00208;96397;4086680;42,35
2006;Женщины;34;96296;0,00224;215;0,00224;96189;3990284;41,44
2006;Женщины;35;96081;0,00249;239;0,00248;95962;3894095;40,53
2006;Женщины;36;95842;0,00252;241;0,00252;95722;3798133;39,63
2006;Женщины;37;95601;0,00259;247;0,00259;95477;3702412;38,73
2006;Женщины;38;95354;0,00282;268;0,00281;95220;3606934;37,83
2006;Женщины;39;95085;0,00291;276;0,00291;94947;3511715;36,93
2006;Женщины;40;94809;0,00335;317;0,00334;94650;3416768;36,04
2006;Женщины;41;94492;0,00332;313;0,00331;94335;3322117;35,16
2006;Женщины;42;94179;0,00357;335;0,00356;94011;3227782;34,27
2006;Женщины;43;93843;0,00366;343;0,00365;93672;3133771;33,39
2006;Женщины;44;93500;0,004;373;0,00399;93314;3040099;32,51
2006;Женщины;45;93127;0,0044;409;0,00439;92923;2946785;31,64
2006;Женщины;46;92718;0,00462;428;0,00461;92504;2853862;30,78
2006;Женщины;47;92290;0,00493;453;0,00491;92063;2761358;29,92
2006;Женщины;48;91837;0,00517;473;0,00515;91600;2669295;29,07
2006;Женщины;49;91363;0,0057;519;0,00568;91104;2577695;28,21
2006;Женщины;50;90844;0,00633;573;0,00631;90558;2486591;27,37
2006;Женщины;51;90272;0,00681;613;0,00679;89965;2396033;26,54
2006;Женщины;52;89659;0,00704;629;0,00702;89344;2306068;25,72
2006;Женщины;53;89029;0,00741;657;0,00738;88701;2216724;24,9
2006;Женщины;54;88372;0,00825;726;0,00821;88009;2128023;24,08
2006;Женщины;55;87647;0,00907;792;0,00903;87251;2040013;23,28
2006;Женщины;56;86855;0,00989;855;0,00984;86428;1952763;22,48
2006;Женщины;57;86000;0,01113;952;0,01107;85524;1866335;21,7
2006;Женщины;58;85049;0,01039;879;0,01034;84609;1780810;20,94
2006;Женщины;59;84169;0,013;1087;0,01292;83626;1696201;20,15
2006;Женщины;60;83082;0,01222;1009;0,01214;82578;1612576;19,41
2006;Женщины;61;82073;0,01385;1129;0,01375;81509;1529998;18,64
2006;Женщины;62;80945;0,0147;1181;0,01459;80354;1448489;17,89
2006;Женщины;63;79764;0,01456;1153;0,01445;79187;1368135;17,15
2006;Женщины;64;78611;0,01858;1447;0,0184;77887;1288948;16,4
2006;Женщины;65;77164;0,01759;1346;0,01744;76491;1211061;15,69
2006;Женщины;66;75818;0,01969;1478;0,0195;75079;1134570;14,96
2006;Женщины;67;74340;0,02268;1667;0,02242;73506;1059491;14,25
2006;Женщины;68;72673;0,02332;1675;0,02306;71835;985984;13,57
2006;Женщины;69;70998;0,02684;1881;0,02649;70057;914149;12,88
2006;Женщины;70;69117;0,03064;2086;0,03018;68074;844092;12,21
2006;Женщины;71;67031;0,0339;2235;0,03334;65914;776018;11,58
2006;Женщины;72;64796;0,03588;2284;0,03525;63654;710104;10,96
2006;Женщины;73;62512;0,04168;2552;0,04083;61236;646450;10,34
2006;Женщины;74;59960;0,0464;2719;0,04535;58600;585214;9,76
2006;Женщины;75;57241;0,05061;2825;0,04936;55828;526613;9,2
2006;Женщины;76;54416;0,05681;3006;0,05524;52912;470785;8,65
2006;Женщины;77;51409;0,06346;3162;0,06151;49828;417873;8,13
2006;Женщины;78;48247;0,07155;3333;0,06908;46581;368044;7,63
2006;Женщины;79;44914;0,07864;3398;0,07566;43215;321463;7,16
2006;Женщины;80;41516;0,08664;3448;0,08304;39792;278248;6,7
2006;Женщины;81;38068;0,09625;3496;0,09183;36321;238456;6,26
2006;Женщины;82;34573;0,1116;3654;0,1057;32745;202135;5,85
2006;Женщины;83;30918;0,11641;3401;0,11;29218;169390;5,48
2006;Женщины;84;27517;0,13183;3403;0,12368;25816;140172;5,09
2006;Женщины;85;24114;0,14876;3339;0,13846;22445;114356;4,74
2006;Женщины;86;20775;0,16859;3230;0,15548;19160;91912;4,42
2006;Женщины;87;17545;0,18467;2966;0,16906;16062;72752;4,15
2006;Женщины;88;14579;0,19042;2535;0,17387;13312;56690;3,89
2006;Женщины;89;12044;0,21717;2359;0,19589;10864;43378;3,6
2006;Женщины;90;9685;0,23503;2037;0,21032;8666;32514;3,36
2006;Женщины;91;7648;0,27005;1820;0,23792;6738;23848;3,12
2006;Женщины;92;5828;0,28959;1474;0,25296;5091;17110;2,94
2006;Женщины;93;4354;0,30441;1150;0,2642;3779;12018;2,76
